tax_id	species	genus	family	order	class	phylum	superkingdom	F101_concat_SUP_FilteredReads	F103_concat_SUP_FilteredReads	F105_concat_SUP_FilteredReads	F107_concat_SUP_FilteredReads	F109_concat_SUP_FilteredReads	F113_concat_SUP_FilteredReads	F115_concat_SUP_FilteredReads	F100_concat_SUP_FilteredReads	F102_concat_SUP_FilteredReads	F106_concat_SUP_FilteredReads	F108_concat_SUP_FilteredReads	F110_concat_SUP_FilteredReads	F112_concat_SUP_FilteredReads	F114_concat_SUP_FilteredReads	F116_concat_SUP_FilteredReads	F117_concat_SUP_FilteredReads	F119_concat_SUP_FilteredReads	F120_concat_SUP_FilteredReads	F122_concat_SUP_FilteredReads	F124_concat_SUP_FilteredReads	F126_concat_SUP_FilteredReads	F128_concat_SUP_FilteredReads	F121_concat_SUP_FilteredReads	F123_concat_SUP_FilteredReads	F125_concat_SUP_FilteredReads	F127_concat_SUP_FilteredReads	F129_concat_SUP_FilteredReads	F131_concat_SUP_FilteredReads	F130_concat_SUP_FilteredReads	F132_concat_SUP_FilteredReads	F134_concat_SUP_FilteredReads
1099853	Coprobacter fastidiosus	Coprobacter	Barnesiellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria								19.71394190311737																							
1131292	Enterococcus ureilyticus	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																		1254.7951394099264	52.48435267341261												
114527	Mogibacterium diversum	Mogibacterium	Clostridiales Family XIII. Incertae Sedis	Clostridiales	Clostridia	Firmicutes	Bacteria				27.86263407695346																											
115544	Parasporobacterium paucivorans	Parasporobacterium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	15.029309883798064			53.35525819831561		50.54058992437675				15.64410162507428	20.77314789442126																	13.121009117599812			
1160721	Ruminococcus bicirculans	Ruminococcus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	37.2554887674887		39.025089162032415	1415.3883059860475	269.71758843883094	688.6891814538533	66.79825732029354	355.3392319519799	37.67402827507726	93.76173900284356	58.74483226854885	75.88039475768205			622.3304354243609	139.90629687010968	107.45305964165505		199.8522010105218		342.1273688859606	110.65629985258562	74.96617470864807		107.75386146915476	201.1088313107646		180.81909314689247		50.37081489878544	296.1139092608436
116089	Lactobacillus psittaci	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria															26.857086207333804		42.58247363181341	14.66827356959332				28.62299146266956	18.48556777926325						13.275587829530409	12.73037466416899	19.526866974390195
1161942	Ruminococcus champanellensis	Ruminococcus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	2061.794282951332	917.7236023047274	3516.0966994574683	3961.902045233208	996.4145431267256	1668.4260911279537	918.4019449537592	3570.933501079441	828.3031555702837	2246.720331925227	2703.710657081361	1669.5541624361883	193.0961030189613	136.7239684467507	587.7985016522796	1248.3627695773023	620.7913058716144	930.1714031830312	1749.385819246918	72.61617492848023	844.7241447578471	449.6842834487956	255.78439473944437	124.97110185083508	2190.845550905851	10403.529443726457	623.4676643536055	1228.3633221198686	61.33751817076436	345.92679884576893	2035.141066928125
1165	Anabaena cylindrica	Anabaena	Nostocaceae	Nostocales		Cyanobacteria	Bacteria																														35.452380732115365	
1173026	Gloeocapsa sp. PCC 7428	Gloeocapsa	Chroococcaceae	Chroococcales		Cyanobacteria	Bacteria										21.63144412349262																				52.29457839463204	
118060	Enterococcus rotai	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																		756.0943895102275	162.8767234205651												
119702	Paenibacillus granivorans	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria										28.088920374735864																					
1203033	Lactobacillus hominis	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria															60.24163437291491			378.6871173811453	103.2262687989099	14.941737734277716		21.907409200275413	439.63371819359793	45.8569637254125					214.78449962673156	221.40469400933983	1226.6295102206516
120962	Roseiflexus castenholzii	Roseiflexus	Roseiflexaceae	Chloroflexales	Chloroflexia	Chloroflexi	Bacteria																					16.032995660913947										
1229621	Anaerostipes rhamnosivorans	Anaerostipes	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	62.44622703523324	36.59363252446781		616.6359573130248		32.00788138360468	14.95850429328443	30.24348141274501		253.81314520151813	51.68090626866563		13.999544777293814	38.26090171645032	42.6752134576701	12.12969649344137	60.40056868654118	223.5235964802452	50.81836531431516		120.39998646383349		101.15608456613626		80.65001089848006	603.3583457281159	56.64824886118301	70.18617250693747	25.212655059734395	78.65783149343679	18.43277089046596
1229656	Acidibacter ferrireducens	Acidibacter			Gammaproteobacteria	Proteobacteria	Bacteria																															15.08634802747165
126385	Providencia alcalifaciens	Providencia	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria		22.0560469993547																56.441946546609714	5433.619152536989					3012.9993774713816	30.932425021438632	30.061476371486226					
1264	Ruminococcus albus	Ruminococcus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria				526.2492072161104	150.89218586775354	512.2405528319533	30.023206222857983	152.96189673594642		41.954479926643046	17.66739925211592	33.794214180846744	11.989160138506492			109.84064540967849	58.32573883505991	16.386804165749993	41.3280756157238	13.597436666141183		61.56900240149793	36.47365704581614		67.24820674817353	54.56650676796626		85.65039103003363		22.29537876767876	219.8048305829407
1265	Ruminococcus flavefaciens	Ruminococcus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		12.640016288100623	46.57549045555874	22.460011098909924	17.882369087127554					23.64463529295704					14.59109979589176		13.265125902147927		12.486649229567332							304.9290857625549	12.02016204955741		25.768841647465557		422.9419721557239
1273132	Liberibacter crescens	Liberibacter	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	18.893054620534475																								62.45132024039673			28.601484181273243			
1288	Staphylococcus xylosus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria		13.627783643338296		39.09296168119084	42.07175869426576		20.064903101128515		436.0898956929655	387.08703473285294				14.033987518954858	17.26678717422636		84.76518944133915	174.09150753274605	736.9520337427249		1270.8272258978234			603.1755873825425	54.52578286554187	58.67715518677943	115.15548121452188	31.29570263764573		88.14655288047948	96.12976737951296
1288121	Alistipes senegalensis	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria			10.904239603035522		20.652826830264477	23.65915266822519		15.229139233774658				52.7629908154498									95.41588550140732				90.04841137821063			24.06244249562452			
1296	Staphylococcus sciuri	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria			21.041427311184123						854.1184197777228	51.16196211112605					14.035599022061978						130.2988906849043			277.6264735731498	15.035028022417936	25.051230309571856		16.02699606117435		139.58726502664086	
1297424	Anaerobacterium chartisolvens	Anaerobacterium	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	11.390815721489338	11.480648976792242		19.14953494493131							14.520527655154297														14.410069308222235						
1297617	Intestinimonas butyriciproducens	Intestinimonas		Clostridiales	Clostridia	Firmicutes	Bacteria	290.5620332210541	1739.1917349229846	411.0885911836821	103.56823352160792	81.77312578904082	222.9454592157698	81.78780632090394	344.613424812353	77.99722091232029	240.0959007621824	210.16507987703355	55.61742754616135	161.50620335877153	15.047327230667143	35.970259022601546	24.637237489169426	67.24838467610857	143.51930926387087	91.30048459270743		44.31597547328647	15.75176192908256	55.74241484148487	67.13974654380687	667.0659628650155	394.2668336822296	54.74849441852924	298.4597653986878	32.73990315137845	57.32104004103992	41.09937507691949
1305	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		28.110308527767696						38.215350614027344		111.30556451284852			12.039631919762405	36.47166316608243		22.14282657198009					61.61047722860841			62.34504980708042		10.70738893862636	64.47596798912485		17.0377786145134	25.216285275113563	35.951576475657994
1318743	Bartonella ancashensis	Bartonella	Bartonellaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria						34.274619906542135			30.68055726231844																						
1322	Blautia hansenii	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria				15.547388736236377																								32.77685550229052			
1333996	Variibacter gotjawalensis	Variibacter	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria																															19.016394828411027
133448	Citrobacter youngae	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria																		17.6972382524973													
1335613	Gordonibacter urolithinfaciens	Gordonibacter	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria																									14.152136541766682						
1337051	Murimonas intestini	Murimonas	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria		19.90132263748154				27.99947554491266				34.59725329340857				10.9664232874601			12.122848847824354	22.175468105972072					15.09620300838998		20.780424009178567	23.430345426624854	16.957480364118574	44.025477205776056		14.320462887585606	17.16357415333797
1353	Enterococcus gallinarum	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																					95.68041612740645			475.7819889648601							
135569	Helicobacter apodemus	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	50.68971818859639																	57.16732094686376	126.8320282999041		20.282357037518445				42.47371689287521	305.7244705013559		13.143149046568707		18.00757843698452	
1358	Lactococcus lactis	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria										30.095271830074143	26.05951427985472	52.1125602805787	161.53172825681224			77.18122204056701		151.39301675024947		14.031236458506244			231.38827444783172	11.035264953122962		42.08606692008072	15.035172793325945		44.09777994344652		49.28207022307405
1363	Lactococcus garvieae	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria														12.029132159104163																	
1365606	Sporosarcina siberiensis	Sporosarcina	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria																		21.38230535483247													
137732	Granulicatella elegans	Granulicatella	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		17.043309044955905																													
137778	Helicobacter aurati	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	64.42467311634437	1034.8676499356084		293.9817696852336	359.06206921987945	36.06550149107244	368.5139544579059	5846.126784998843	32.06431960877764	18668.560033514223	450.4587630976595	585.2525045330192	249.82236233506987	44.10681791671527	60.16034450624552		138.763110984956	61.16202439485532	699.096152023111	39.58109464121464	122.59978377579698	406.0530816796036		77.5617024837301	96.73036046959118	20.59335400453569	489.7504469186266	5519.395263824536	206.51845051939327	3383.835249715464	327.6862783534614
1379	Gemella haemolysans	Gemella		Bacillales	Bacilli	Firmicutes	Bacteria							10.10792408918625	13.937612519006152																							
138074	Serratia symbiotica	Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria													19.136329175237865																		
1392	Bacillus anthracis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria		19.547039739192044									26.101736546659332								16.870828793865112									40.998541878610816	14.131859047092444		
1396	Bacillus cereus	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria										15.134375893385153																					
1399115	Exiguobacterium sp. MH3	Exiguobacterium		Bacillales	Bacilli	Firmicutes	Bacteria																															26.99982005208824
1400053	Bacteroidales bacterium CF			Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	82.17711886162819	85.32533732708873	251.49515500508411		200.32998988918268	257.46760638704154	55.383083587281504	1831.7573598029671	81.16000904169287	54.171489294126914	58.13276262413879	144.47350582637068		71.17236536384418	353.8976038940708	15.035302994915652	365.8894494611654	206.5365690534593	165.31178326452087	48.107096429136526		11.972128243058489	63.10721315681301	298.9553596311321			259.3629043233156	136.22946651979353		231.46745394123667	278.5938173985105
1405	Bacillus mycoides	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria										14.278139899105376																		15.007424441868135			
140626	Lachnobacterium bovis	Lachnobacterium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria																					14.782953288369216						15.43042456947181				
1411144	Bacteroides caecigallinarum	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria																										18.672378682324734					
1421	Lysinibacillus sphaericus	Lysinibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria									19.038189767711724									100.82692570993356	16.029824012117224					219.3296772508048							
1424294	Geosporobacter ferrireducens	Geosporobacter	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria										42.2325904538217								17.612000817745226							34.50349847756774	75.51395798050308					
1428	Bacillus thuringiensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria										23.626709336293818																					
1432052	Eisenbergiella tayi	Eisenbergiella	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	64.35514983839994	49.820293455620885	10.6323376558335	94.119938916195	219.72079862023352	545.5122138332844	63.55983854280012	177.52338463743448	52.84890168285099	249.6785385330341	148.05519765978542	253.15919117923636	513.5783617522578	317.49901259259235	119.58399273090684	33.27263243977549	114.17180754141944	198.8758234826551	232.546945534014	23.18929299353273	826.0601462259611	256.8458307448738	257.5900857063541	134.73761826960634	73.32686612907567	388.4314126423936	380.2761806677376	183.38843024671144	117.34373342866198	177.6940678195021	344.6063517485308
143393	[Eubacterium] sulci		Clostridiales Family XIII. Incertae Sedis	Clostridiales	Clostridia	Firmicutes	Bacteria				14.081979977124982						16.06331105588387																					
1462919	Mobilitalea sibirica	Mobilitalea	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria						13.43506352551042				15.22996825782688			15.514241715472249	16.25687197192042			13.745844852828135									13.084996973508678		33.30989236961659			
1469948	Kineothrix alysoides	Kineothrix	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	1273.9759495307453	789.1355113898128	165.3436218981941	2588.9445503213637	517.3973192157428	2976.9619859425707	599.3367450530733	2398.2358272367464	337.7648704144616	3316.656533576649	646.5022648623029	408.389706989868	878.6167447349394	1684.4503425001428	500.03944564782114	1379.01101565396	2348.396852873371	1118.3035361267991	1350.409540902602	287.57692950012097	1742.1052579845991	614.0243272090909	946.7530618373326	557.2748382612507	971.3018263649147	1505.6877633505037	1123.0212807666142	2104.386346082744	414.1305582847509	1051.52789680436	683.1355564108339
1476	Sporosarcina psychrophila	Sporosarcina	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria																		154.52393376475337													
1482730	Alkaliphilus hydrothermalis	Alkaliphilus	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria																										27.159371793323626					
1491	Clostridium botulinum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria										35.77518148350192																					
1492	Clostridium butyricum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria				28.19566077245243																											
1496	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria				33.543966109541024						29.512142249600974									22.950666921382084		22.93449800899118					55.215043751110535		32.67429329239993			33.65129255280852
1498	Hathewaya histolytica	Hathewaya	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria										41.46528093486568																					
1504	Clostridium septicum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria										16.794512740856025																					
1505	Paeniclostridium sordellii	Paeniclostridium	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria				13.441850620199354																											
1509244	Candidatus Nucleicultrix amoebiphila	Candidatus Nucleicultrix	Caedimonadaceae	Holosporales	Alphaproteobacteria	Proteobacteria	Bacteria						18.15350241576581				72.48165713308606				49.64274857668458													13.83409849321735	39.20104324739776	16.980273498863685		
1512	[Clostridium] symbiosum	Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria																					27.19188320036021							16.897241548440117			
1515	Hungateiclostridium thermocellum	Hungateiclostridium	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		11.453414922675494	15.69976294921854					13.568817008118812						16.69844584435882											40.18396102495108	24.255609266590483				16.593575778479032	
151781	Lactobacillus intestinalis	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	1225.4130549361753	25224.07280334485	73.14400922459244	83.92013508882036	80166.81718432566	54093.42058902415	37159.39749573205	37204.56487530802	60590.292327963136	55.678703814659286	6715.640289207572	71747.24283088345	61211.26801763808	48872.87600752545	64024.33005664545	699.9353302240656	51414.38732392037	54146.4250792905	665.6556275928908	12763.608680190106	91523.06167170576	67662.73830363364	115127.48261629416	48118.2125068828	60370.84893966032	26766.3494269335	72615.78978629084	9534.190880545784	94274.195703972	42906.72277682451	96675.39161495132
1520	Clostridium beijerinckii	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		204.51970853947088																													
1521	Ruminiclostridium cellulolyticum	Ruminiclostridium	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria				14.470773115406056				13.995665506967194			21.34515321557599														26.958659731735864	34.04594579738422					
152490	Helicobacter marmotae	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria										35.159868649856314																		10.517012823041194			
1527	Anaerocolumna aminovalerica	Anaerocolumna	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria		40.1024011168464																													
1531	Enterocloster clostridioformis	Enterocloster	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria																							13.753646660154676						10.507706365990394		
1532	Blautia coccoides	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	39.18400489977697	160.65776821545282	56.90446531474932	118.80133197858406		117.43807292703606	14.423715462851687	51.77481099366826		181.74744252462628	80.64339920967	22.475100919478045	13.709172506339536	79.6301725673987	13.443470999207156	56.3934988280757	39.31442398571559	28.07143094405489	15.133724654404611		93.20829087810448			15.05912293787602	26.900868175199268	65.98544409154964	42.635527669576895	1083.566317808103			
1535	[Clostridium] leptum		Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		27.0966902408555				16.234515811172027		18.210579796420507			12.68325701003972	11.480197254622611		11.96696893996157							15.754105838921674		15.798358643368914		36.94975092069555	19.742472491113787	26.57658389953324	26.620861276084284		15.235941952424838	
154046	Hungatella hathewayi	Hungatella	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	963.6829353559954	1220.9190422048976	305.66782180305927	2072.902549536399	297.99197199281605	1408.759967775935	836.2976657258761	1507.4108685870417	118.80581550833016	2759.54567922057	2829.9617875718923	224.0452620307709	943.9982277411024	2696.807896719541	282.5127664154177	1148.3766923792357	455.33694198097714	2263.674016780073	3355.283810078611	454.5937938561675	1882.8390147690225	614.3148161594875	356.69931499046857	628.1598853343751	665.6569263333207	1781.509787081984	489.6695298249828	8479.062483666663	1885.356252920237	2053.355859363439	536.6432296527853
1544	Faecalicatena orotica	Faecalicatena	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	34.988955222921966	141.96613498465203	31.63455708837072	176.346290448941	25.494367450143184	65.61938114517055	23.39114665282825	489.0165056208995		157.73448399267286	2792.887333830431	21.29058578057265	149.19982009344866	124.11868769410908	30.0793338036515	45.31502899543232	33.03878419255408	180.25518309580696	330.7187606117313	13.507271995098916	152.4446803177133	61.1000802923803	26.437544646928306	82.86713159651315	50.55368651059516	267.1849212007882	48.576042353326656	404.71964870390536	79.6150864060588	63.185857269538985	63.741103267445546
1550024	Ruthenibacterium lactatiformans	Ruthenibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		60.15286149170608	22.04510563346085	149.48720020785208	21.035879347132894	58.46333252037564		16.04818561495861		33.05198064158598	34.15788009294769		22.072658519565824	20.048708167064124				40.17246902898783	40.07509947276451		30.068974773439827	25.05944734317432		21.06732400141656	22.05137450195221	213.93144687961492	25.05862140327481	100.45530486734307	12.026667257303664	21.036816386107983	20.678655019393663
1562132	Kurthia populi	Kurthia	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria																			1920.208147085559												
1562389	Pedobacter nanyangensis	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria								14.91501329447372																							
1564487	Herbinix hemicellulosilytica	Herbinix	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	227.782939739673	71.76210562788708		26.40212210429617		418.4426362763041	57.69482987875448	75.55159840893755	41.65467100486222	282.1322197473087	180.90403470006527		224.52009458776865			10.548010072446646	108.5382649172776		203.1804160184065		27.66027923249539					69.97656187018995		1055.2617012007588			
157227	Jeotgalicoccus halotolerans	Jeotgalicoccus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria									171.34370793955765																						
1572656	Ruminococcaceae bacterium CPB6		Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria			929.1451999556668				306.4419221983939							14.812090854535857																	
157268	Helicobacter winghamensis	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	582.4366148263816		26.051290956704158		550.1006661844108						138.07784402671513				32.826412394959995			856.7167040000649	1862.8485604799464	159.62973488751777	640.7869775267724		174.8644494286559	279.2359995729659	622.0001821960391	4244.075003678634		115.68202189353264		537.2989763128537	93.38389849742684
1587	Lactobacillus helveticus	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		34.66266993294328			55.9794281910897	69.44987792387573	46.20246077800876	63.55847171889685	28.936576921314707		15.672805335244211	54.27435870561543	38.26927646791984	77.29019002931209	53.24397869344048		45.6319125912058	61.79457859006433		20.012811642329456	84.01699842903885	72.67737483589231	86.66782256691964	25.333232655990685	83.99504754176672	68.35503402850748	55.47532063710422	61.373672012187534	68.5033229887106	70.87041147581608	49.59976211382136
158850	Providencia rustigianii	Providencia	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria																			17.894544077232055					3291.5928464208446	12.16798864282612						
1591088	Helicobacter himalayensis	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria		22.8319548586196		56.852501812633015	54.15808394410732		76.92689438714683	221.51703926663947		975.6689090848124	77.18869199329285	42.440539032126495					35.660914681693136		41.75233033923403			50.82697682844096					60.536877317102615	798.3825484982996	32.01173085928109	167.75271931328643	
1592105	Tellurimicrobium multivorans	Tellurimicrobium	Blastocatellaceae	Blastocatellales	Blastocatellia	Acidobacteria	Bacteria																															12.06907842197732
1596	Lactobacillus gasseri	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	21.95508187136929														63.60157095343006			482.2739917299834	690.3984994258509	14.443683575324483		74.85043207912169	1092.8063617440523	62.8772053465788				18.020315963906956	444.0860302827153	457.3816973449549	1783.8471652504668
