tax_id	species	genus	family	order	class	phylum	superkingdom	F175_concat_SUP_FilteredReads	F178_concat_SUP_FilteredReads	F084_concat_SUP_FilteredReads	F085_concat_SUP_FilteredReads	F089_concat_SUP_FilteredReads	F086_concat_SUP_FilteredReads	F087_concat_SUP_FilteredReads	F088_concat_SUP_FilteredReads	F090_concat_SUP_FilteredReads	F091_concat_SUP_FilteredReads	F092_concat_SUP_FilteredReads	F097_concat_SUP_FilteredReads	F093_concat_SUP_FilteredReads	F094_concat_SUP_FilteredReads	F095_concat_SUP_FilteredReads	F096_concat_SUP_FilteredReads
1160721	Ruminococcus bicirculans	Ruminococcus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	1191.1489121228233	512.9868827131731			32.400202498862235	374.93924574056257		162.67506941228396	265.5307927924405	74.94288975248233		100.6870053719265	701.5049337940551	1368.5318329161917	84.82743618313727	150.43445976739335
116089	Lactobacillus psittaci	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria								10.899804310632554								
1161942	Ruminococcus champanellensis	Ruminococcus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	4253.6056503675945	2715.045962071871	267.7136073034791	135.28748954361626	1706.6182694086451	3335.659201880867	181.4824638402854	4391.184947538352	2276.9426904041097	1556.0196347634849	2799.322069947445	2815.6969323782646	3687.1494062695137	3146.247619797039	1462.642547801078	4777.739845285457
1203033	Lactobacillus hominis	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria			588.1636863983234								339.0974049221411	112.7305949147446		483.2882234771778	23.574398289009075	
120370	Vagococcus fessus	Vagococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria					58.20320248350768										77.34984757023845	
1229157	Tumebacillus soli	Tumebacillus	Alicyclobacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria			49.22000045010578													
1229621	Anaerostipes rhamnosivorans	Anaerostipes	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	427.44380035690426	21.94181438178677	64.27644447969611	32.705366928108084	27.332486203345507	75.79330585249708	21.77505740665962	37.40489459574956	370.8148802995996	44.806495541767234	117.7920102940636	28.48123718907527	736.6153128679445	395.1911012158609	27.365196105919225	105.99477475466374
1264	Ruminococcus albus	Ruminococcus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	667.9916981678005	325.4615742591432				317.72886028800417			173.41786170260505	33.08957271305844		20.64548164504242	184.1998312314769	285.0688385169863		29.6659650768048
1265	Ruminococcus flavefaciens	Ruminococcus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	213.3028315276989		67.78591563351496	31.310512611004462	177.06536629189404											37.8837893319832
1273132	Liberibacter crescens	Liberibacter	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	26.555742882363084	77.36478867502318		79.9307879343113						33.369204941018694		35.43973863370763				
1288	Staphylococcus xylosus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	415.6835265062567	15.056753466085386	135.37534313279238	38.1345349211458	761.2237620802837	1161.1529194442046	222.84374229991187		1232.6105014191005	185.04144823559795	509.2514127918861	72.20623551867968		153.19826825376586	138.0791453000714	
1288121	Alistipes senegalensis	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria			19.137523655590304		44.74260097295248	24.51628030749877	55.47906596234914	40.85603080729597	18.671220910204998	16.48062796236143		63.615328819231465	19.95598326536152	11.52438729939336	30.813708565825934	22.8555362047836
1288970	Magnetospira sp. QH-2	Magnetospira	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria												14.319882701242165				
1296	Staphylococcus sciuri	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	26.17082284056449						39.11957605720469		3439.125396893786	204.5559592080656	4357.525913319392	17.05013894952033		44.19165575096703	51.23171722165331	
1297424	Anaerobacterium chartisolvens	Anaerobacterium	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria				22.33082289681741		11.906601866613876							12.813436729101836	17.588864028455582		
1297617	Intestinimonas butyriciproducens	Intestinimonas		Clostridiales	Clostridia	Firmicutes	Bacteria	646.6233247473825	387.7533196466848	67.544934283388	119.24696905875716	73.27962645938779	912.5845821633568	47.173771624752895	233.04899611441485	431.7239629026181	348.6081564072024	204.7161171264862	249.37143526173384	1217.7256415761942	362.8419969821552	414.7208412056454	122.28788849695954
1301100	[Clostridium] dakarense	Romboutsia	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria															10.794825590772469	
1305	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		75.26781701143729					46.566278509446335			281.22565776011584	48.92150156182443					
1306274	Nostoc flagelliforme	Nostoc	Nostocaceae	Nostocales		Cyanobacteria	Bacteria					17.040869624339244											
1322	Blautia hansenii	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria														42.61578144871632		
133448	Citrobacter youngae	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria					1857.6577213023245											
1337051	Murimonas intestini	Murimonas	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria			12.30669724290949	14.419057333549782								11.21212293771496				
1351	Enterococcus faecalis	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria											20.08642256079205				18.08178254852752	
1353	Enterococcus gallinarum	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria					25.09864362879549				14.063605478861088	14.03953238104874	155.41600830707816					
1354	Enterococcus hirae	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria							18.05908345748671									
135569	Helicobacter apodemus	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	263.5710548113939		48.077936162472895	45.00500676561844						224.93119931259983	48.99908375661625	17.67103924322161		69.90161598748298		
1358	Lactococcus lactis	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria			102.45796012062834								23.099385944962474					
1363	Lactococcus garvieae	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria											150.648169206277					
1368474	Romboutsia sedimentorum	Romboutsia	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria															13.16910197161982	
1377	Aerococcus viridans	Aerococcus	Aerococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria														11.789554878795204		
137778	Helicobacter aurati	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	354.7838840787304	382.6723755483079	68.0020187314705	82.44740460054517	386.65734814701153	587.051187982351	327.42303753896607	155.46034661672968	563.8923864356404	65.03472856152729	25.52999702901085		266.04248652319484	47.3583098089872	144.59784452767587	273.98897389049046
1379	Gemella haemolysans	Gemella		Bacillales	Bacilli	Firmicutes	Bacteria										27.66136394517083						
1396	Bacillus cereus	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria									18.07912401883592							
1399115	Exiguobacterium sp. MH3	Exiguobacterium		Bacillales	Bacilli	Firmicutes	Bacteria															11.638491027350746	
1400053	Bacteroidales bacterium CF			Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	161.47453118670887	81.30645948058844	175.78571589323474	430.1962675454422			163.98485295972858		534.9491763669191	352.99365393717216		761.238494443669	351.4359510772088	288.05190115384613	854.1754281280121	
1406	Paenibacillus polymyxa	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria									59.26805166091692							
1411144	Bacteroides caecigallinarum	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria																21.54656259705649
1414720	Clostridium saudiense	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria												116.16706438062512				
1416614	Gloeobacter kilaueensis	Gloeobacter	Gloeobacteraceae	Gloeobacterales	Gloeobacteria	Cyanobacteria	Bacteria													10.592236697788364			
1421	Lysinibacillus sphaericus	Lysinibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria									76.53091940988018							
1424294	Geosporobacter ferrireducens	Geosporobacter	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria			33.47358431196113			104.18469928658806		43.402996060824535	22.226145999563048	31.91932815085054	26.665477156468555		28.117773215245048	78.53442779046169	26.97573252503873	
1432052	Eisenbergiella tayi	Eisenbergiella	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	77.88173478188742	72.42487730724832	129.61949887229858	53.03216792226283	24.07393905513837	54.313768773132445	78.67496357685317	58.95272585662787	29.3374809554858	131.2522131267509	211.30396590719585	121.61168084144336	102.70072641259486	63.17100070565533	79.88756495514042	36.67203631662279
1433126	Mucinivorans hirudinis	Mucinivorans	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria							49.34110108742977			23.920680235966355		19.797345441758456		51.91125529263536		12.820063327621924
1461337	Aestuariispira insulae	Aestuariispira	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria				18.61571811691024												
1462919	Mobilitalea sibirica	Mobilitalea	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria			19.08601806949911			51.69637990283245			27.35209107036141				61.344394505103466	58.622433375368594		
1463157	Paenibacillus selenii	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria			91.40857226448296													
1469948	Kineothrix alysoides	Kineothrix	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	1099.145963102377	656.3818794675387	1603.9158091854829	305.50292202039964	285.1872150036062	719.2320061021894	667.7201875596315	312.6981893769556	215.7818049939135	642.817209035767	1020.1865302034362	2260.779569348749	530.003928647258	216.8351450811261	443.8952817535479	270.49118873426954
1470347	Alistipes ihumii	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria							32.39467412425418			14.390426543167006						
147709	Carnobacterium inhibens	Carnobacterium	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	25.073684967239718								84.8145637182199		206.89023923674756				46.20899984698143	
1482730	Alkaliphilus hydrothermalis	Alkaliphilus	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria						53.0365572394922			54.22376061244461		46.40030807288228		42.17234634201591	41.45313937618953		
1490	Paraclostridium bifermentans	Paraclostridium	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria												17.050138959028445				
1491	Clostridium botulinum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria						20.051705636771374					17.08208792000699					
1496	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	92.50619509279925		34.61047510646438	32.592850668268674		33.55284307720784		26.963863670559352	74.80399556811113	29.478387671600625	110.01639533454548	14.67242613947372	56.23323838948341	20.36648356010377	25.620395212333168	33.19944523510801
1499687	Planococcus massiliensis	Planococcus	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	36.10610635282519															
1505	Paeniclostridium sordellii	Paeniclostridium	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria											17.65009100313546				65.61226856148248	
1509244	Candidatus Nucleicultrix amoebiphila	Candidatus Nucleicultrix	Caedimonadaceae	Holosporales	Alphaproteobacteria	Proteobacteria	Bacteria	90.4539541325259									17.101829301938896						
1515	Hungateiclostridium thermocellum	Hungateiclostridium	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria						18.081680344782395								34.084376420012696		
151781	Lactobacillus intestinalis	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		219.09551650726283	37555.10852536375		22114.358961251		53856.11953841271	36798.09908816656	643.7929856398316	37226.20910020309	11581.738360439742	26129.36247129941	10321.07974560417	6453.827914139005	22049.002941704675	27038.31523232857
1521	Ruminiclostridium cellulolyticum	Ruminiclostridium	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	25.222682930161177					19.555198443407047		20.852822119474997					14.015430408897569	22.659524263356413		
1527	Anaerocolumna aminovalerica	Anaerocolumna	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	36.57762573675347															
1532	Blautia coccoides	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	63.36624982065711	41.08332322589552	24.2485326262422	26.489837904926105		37.37165836435164	12.498163622720885		51.89471292676573	165.16982419932893	47.77011798153894	44.80331249859808	27.13069505510187	34.35895441001661	18.04688232508159	
1537567	Fusibacter fontis	Fusibacter	Clostridiales Family XII. Incertae Sedis	Clostridiales	Clostridia	Firmicutes	Bacteria											17.880720093722935					
154046	Hungatella hathewayi	Hungatella	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	2481.424580203401	2285.7231398197355	511.3635700998181	302.64658002062333	171.30124310560518	1585.5584400541284	523.9360090102715	197.35035632398012	304.2650565748502	1833.22346095516	2459.986689441984	1832.6588761343453	1234.113313259848	5507.138002469302	1392.7297764170878	778.7576234026035
1541	Terrisporobacter mayombei	Terrisporobacter	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria															12.579065900368816	
154288	Turicibacter sanguinis	Turicibacter	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria															108.665498051838	
1543	Clostridium oceanicum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria											14.646133278079644					
1544	Faecalicatena orotica	Faecalicatena	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	1069.9177262501562	108.39072650135743	80.6382213370677	37.08537343789207		8309.716865810333	15.183591687719035	30.10374720046308	53.05358440238624	120.02127987617531	99.18558417988596	234.7301602591941	193.4276588680984	304.6757496902329	52.6089100082025	135.33702543422277
1550	Clostridium subterminale	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria											11.689925813304862					
1550024	Ruthenibacterium lactatiformans	Ruthenibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	91.2810535357967		11.62566581056801			28.37367271636602		20.059399563460104	17.020242891051293	39.11013145646571	42.18148737777441	42.478631569361966	25.15665460235269	48.59651517364119	38.184105873197325	32.075725811210866
1559	Clostridium tertium	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria														19.082765014414345		
1562389	Pedobacter nanyangensis	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria							51.66868959964227									
1564487	Herbinix hemicellulosilytica	Herbinix	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria		181.2613013375136	443.92283999406106	16.106486480549187	101.70127763828816										89.09695869922989	10.58697094697611
1564681	Carnobacterium sp. CP1	Carnobacterium	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		18.06810415930246							9609.694102556385	411.1577699229707					202.9178127872109	
156974	Dysgonomonas gadei	Dysgonomonas	Dysgonomonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria										11.831203846811578				22.4636743965466		
157227	Jeotgalicoccus halotolerans	Jeotgalicoccus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria									1415.639680517554	62.94149768888059				14.060984747463202	64.29052572978496	
157228	Jeotgalicoccus psychrophilus	Jeotgalicoccus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	20.05894797447298								1150.4653296628712	67.42546135550947						
1572656	Ruminococcaceae bacterium CPB6		Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria						21.94160764120245										
157268	Helicobacter winghamensis	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	626.9562976339066		616.8734089849945	906.101509818836			43.40879433631164		86.03181355987415	3245.272801650538	529.979975207802	283.1543862541216		393.0976586635044		326.0245705282504
158627	Pseudomonas graminis	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria							17.05212289673025									
1587	Lactobacillus helveticus	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria			58.89504997278883		22.964984220982974		62.008976133206616	61.37088041369041		105.74785266466311	29.37785450462692	61.654047826203765	65.73649194090974	37.93764869314399	98.00014127393251	72.82897810419513
1591088	Helicobacter himalayensis	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	100.53515572670996	70.03401199865883			65.4285527240943	83.78507328661172	31.403005411262058		18.74478017927948				45.22951877131208		21.15182883649652	47.49225201892824
1596	Lactobacillus gasseri	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria			831.9215059816835			20.05212564300617		17.26429631038759			465.4358010035073	345.7161757054062		863.056494096782	196.67586394432985	
1598	Lactobacillus reuteri	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		16.060537030491076	11736.983716660749		537.8437695897392		9686.649873046052	13538.733985644209		8015.457986963573	9666.978685957924	8296.255423800612	5193.79640103774	6815.877867353232	14703.1836098528	1428.1912113895974
1599	Lactobacillus sakei	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria											457.9706456551474					
1600	Lactobacillus acetotolerans	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria					22.234630700874543					17.276066491967452						18.02368089372442
1604	Lactobacillus amylovorus	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria			31.166963704109342		16.035536837676446		48.15031305044094	42.64348282220482		46.03375564851955	19.55827571019909	30.046770516469856	35.35400310780518	21.73205664822722	21.20292447143761	42.30070616017935
160404	Anaerotignum lactatifermentans	Anaerotignum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	253.9686044351023	53.69088761638071	130.4509832571325	129.02594627712216	26.61742199885284	20.05212987076959		66.003533020039	41.69841929947573	344.7406814383411	134.83485169911697	99.29198564720664	68.13753258801144	134.85089360596874	68.9485658777153	47.48926038315033
1605	Lactobacillus animalis	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	347.0198018834792	35203.134320609504	510.41969495779387	53989.167698399695	61555.960177113055	9822.240384056484	3846.876558636357	490.43607292186425	22836.727803226982	7880.044942007354	4497.038495622511	10277.879878230062	1653.0821966057983	317.3547495623611	5923.200315132431	12831.417864045066
160799	Paenibacillus borealis	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria					15.034431650384647											
1619313	Erwinia gerundensis	Erwinia	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria													22.29999030924261			
1622	Lactobacillus murinus	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		175.46673811861393	17.939811304754187	124.52854590609968	383.0093136303519	145.04593611812962	70.79060831008432	13.429680287430228	204.8963241641558	136.72692753738548	73.53964187300167	124.65901038275632	38.83178332242304		64.91082310672995	202.67591480371544
1628085	Agathobaculum butyriciproducens	Agathobaculum	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	40.46376019495772		32.375493985152204				15.994128733263034		35.06464194490099	25.658297842163968	34.63942654908218		76.36012000416632		25.75618845013701	
1629334	Caedimonas varicaedens	Caedimonas	Caedimonadaceae	Holosporales	Alphaproteobacteria	Proteobacteria	Bacteria		135.41692997036543		232.15613488300497					19.54669163293425	50.52766830904776	47.20309294507868	48.64879532056285	17.069755129053608	16.06969685484117		
1632013	Drancourtella massiliensis	Drancourtella	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria														19.383953196760416		
1633	Lactobacillus vaginalis	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria															17.08014400078439	
163665	Dysgonomonas mossii	Dysgonomonas	Dysgonomonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria							22.61282509706856									
1639133	Citrobacter portucalensis	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria		26.57747961972317			412.3268541212378									49.6494411640311		
1640674	Williamwhitmania taraxaci	Williamwhitmania	Williamwhitmaniaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria							11.210586077179446									
1650663	Fournierella massiliensis	Fournierella	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	15.028450102679006		26.54494678333868			37.83124225749437			10.102425088635382			17.658391314700452	24.057688278559244	61.8850582707281		
166486	Roseburia intestinalis	Roseburia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	1902.176632259655	1341.1078399360674	2093.073964124686	892.536556053317	344.75036174071647	487.210765793605	59.66569300642189	114.2980520569948	593.4085252820325	432.2473348505708	854.3010202682909	250.5697796076898	787.1495246767552	830.3824985202223	385.796422443703	476.9732171880091
167	Treponema succinifaciens	Treponema	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria										14.03953238104874						
1673717	Anaeromassilibacillus senegalensis	Anaeromassilibacillus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	134.85331076781458	70.28428379197929	52.67932217140668			62.98253263372451	25.07660609567247	56.58206577697546	52.45887453341404	69.17027963082825	40.74340262402495	39.329098459748224	47.24576492953663	111.032133911885	28.13468765697133	18.772906130169297
1677857	Hungateiclostridium saccincola	Hungateiclostridium	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	71.53712869764851	13.70335262871029				104.61608779151425		30.802228860780648	48.76150933777176	26.271841130409918			52.81208819382759	60.652579250338704	51.57607695069094	18.28896687352105
1678841	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria							62.97506925848052		20.09282367403554	49.63425479840135		49.68343947850335		113.26322750923173		14.2127715371186
1679721	Herbinix luporum	Herbinix	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	563.0116224404754	130.98534928158313	615.6381824275572	172.9539815731987	49.08145644829993	1052.8868467920845		29.62398173743665	95.66953387969308	49.84925946004776	116.16202493458624	38.18058337952176	141.89646052096185	68.88652835700232	138.57010177816642	113.46581476875522
168384	Marvinbryantia formatexigens	Marvinbryantia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	94.33580481527277	45.054833873355	43.74139746271679	126.44305213152796	14.747388063438796	16.836660165481213		48.11360923211431		36.3852799608682	136.87155244967312	84.68643445176683	48.92237494042443	17.50172987568623	47.37309950764695	68.69180636976692
1686296	Gabonia massiliensis	Gabonia	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria							46.83243039473615			18.10753330468325						
169177	Exiguobacterium undae	Exiguobacterium		Bacillales	Bacilli	Firmicutes	Bacteria											45.1944507618831					
169402	Wolbachia endosymbiont of Folsomia candida	Wolbachia	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria												22.44361457632966				
1702221	Faecalibaculum rodentium	Faecalibaculum	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria					82.26136162273694	157.99195416458193		41.30064080316703								
1712515	Butyricicoccus faecihominis	Butyricicoccus	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	112.08886754839594		18.281221837041663				26.752683967742637		34.49965602087196	19.14680366467273	31.178238886263284		59.94543498839959			
1712675	Turicibacter sp. H121	Turicibacter	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria															19.9160667397625	
1715860	Staphylococcus sp. AntiMn-1	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	136.51459205078623				50.44561330552648	20.65685353172364	40.98687839172389		493.1935425712247		37.63068090114431	43.45644078897613		16.017065628170034	40.15651539097798	
1720200	Anaerotruncus rubiinfantis	Anaerotruncus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	40.735157441333484	34.71257062573217	53.58407904866928	13.2615957106729	19.039434672074744	39.91097016262958		30.76013731363628	16.15532094087681	49.23693863438636	59.1702935572609	45.7846086707992	55.28854287509452	100.48473406310524	22.121467888546224	38.831573190086615
