tax_id	species	genus	family	order	class	phylum	superkingdom	F046_concat_SUP_FilteredReads	F047_concat_SUP_FilteredReads	F048_concat_SUP_FilteredReads	F049_concat_SUP_FilteredReads	F050_concat_SUP_FilteredReads	F051_concat_SUP_FilteredReads	F052_concat_SUP_FilteredReads	F053_concat_SUP_FilteredReads	F054_concat_SUP_FilteredReads	F055_concat_SUP_FilteredReads	F056_concat_SUP_FilteredReads	F057_concat_SUP_FilteredReads	F058_concat_SUP_FilteredReads	F059_concat_SUP_FilteredReads	F060_concat_SUP_FilteredReads	F061_concat_SUP_FilteredReads	F062_concat_SUP_FilteredReads	F063_concat_SUP_FilteredReads
1173026	Gloeocapsa sp. PCC 7428	Gloeocapsa	Chroococcaceae	Chroococcales		Cyanobacteria	Bacteria	27.853746539479268																	
118060	Enterococcus rotai	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria										11.02384226806418	42.52722267320933						37.25884767479547	
1194168	Comamonas jiangduensis	Comamonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria										21.04551705721343								
119702	Paenibacillus granivorans	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria														35.41759566398862				
1203033	Lactobacillus hominis	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	31.065783919353645			693.4178963866138					279.0016177071806	946.1222566867884					34.21055283607309			1662.2708880302766
1206	Trichodesmium erythraeum	Trichodesmium	Microcoleaceae	Oscillatoriales		Cyanobacteria	Bacteria			17.048466753038955					16.13472366924087	12.25481504729496									
1229621	Anaerostipes rhamnosivorans	Anaerostipes	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	646.4910291364674	14.753801838694269	263.25011318482666	584.2066980165073	18.67365849003295	215.78206588172205	1831.276279245656	1155.4764038107144	550.2044164073322	109.03969174658832	2428.40909830151	49.59781009917228	72.73803919548392	260.61816560886746	144.04764373545552	347.88201394990136	693.7430158256155	1146.579899475273
1233114	Azospirillum fermentarium	Azospirillum	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria															33.67518130686808			
1245	Leuconostoc mesenteroides	Leuconostoc	Leuconostocaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria			34.08621434283051			20.039132170756723			827.2807341073981	52.55427597883463						794.3387730191214		
1247	Oenococcus oeni	Oenococcus	Leuconostocaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																10.016362108877727		
1263547	Oscillibacter ruminantium	Oscillibacter	Oscillospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria													19.091759902973145					
126385	Providencia alcalifaciens	Providencia	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria											89.39417272880887							
1264	Ruminococcus albus	Ruminococcus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	417.4785784360164	97.19588637431572		331.9200730367465		16.449172095711244	134.76968802595627	56.30156881555892	361.0815699190248	111.35634317209096	81.80469412569187	98.28893916962365	13.129842271773173	159.04851994159625	212.7337197657328		561.7678850427315	241.6218060449271
1265	Ruminococcus flavefaciens	Ruminococcus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	49.708332813488816	19.107002280915992	121.5665480188803	4983.330270578528	11.075830999935295	221.95862314424247	58.12826625102721	451.1433105853024	10.044217825332044		1059.542880089493	106.21651927803995		18128.651063250345	14.397148726172112		89.36587207726664	21.650120431190903
1267	Clostridium ventriculi	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria								24.172926309054123			13.555670528131497							
1273132	Liberibacter crescens	Liberibacter	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria				18.229914412441275						44.13915512537645	39.04639252253945					363.1341151235415		23.646876273495803
1288	Staphylococcus xylosus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	118.23694360732684	47.10765218308688	1899.970110634806	1995.2203426661877	87.13382157412742	428.5461369014224	70.49130762603123	33.58537570097992	92.91467059936735	220.30860572381903	32402.208242966917	464.4413779332685	654.7755566897213	555.3766060212397	1313.2491779946438	307.6006032133434	31.233366500438024	241.61932155250943
1288121	Alistipes senegalensis	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	126.352033429849	110.67085548211048	26.787329875701783	52.437083987896656		86.5520034137354	32.0215795547787	107.3281809455783	95.915764358855		70.88487043844364	194.98695427473035	11.936757092936077	50.85068564877573	46.44448483566585		61.32458959576128	73.49695360929091
1288970	Magnetospira sp. QH-2	Magnetospira	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria						12.21176414390069			16.283153953113295		17.03432415700683				113.26110886963843			
1289519	Clostridium liquoris	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria																		12.244901828597138
1296	Staphylococcus sciuri	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria		24.03143743536712	500.265322266836		18.027687120777827	23.035795026375283	23.03744852025668		84.11729199533576	444.9149234945138	4803.806673055071		254.7426119930225	135.24707182540251	67.13974952851919	435.71175130159634	34.063785394932935	46.12499176951783
1297424	Anaerobacterium chartisolvens	Anaerobacterium	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	19.91443279467285		13.112155026380258	13.817762555317612	29.99981978125993	24.34656212938944	21.380616846785838	14.642075333101584						11.60978663767433	103.77795830467926		33.42402258720192	24.23247822171097
1297617	Intestinimonas butyriciproducens	Intestinimonas		Clostridiales	Clostridia	Firmicutes	Bacteria	449.81497107733503	104.36324810515208	282.5767216267547	213.30122809158144	31.90123464046735	102.80383274329596	553.1988438746964	309.63810695247986	987.9882017739268	3529.967492030251	315.3298814805136	781.9986738424656	319.6964714335475	319.92811803858683	658.7513109603948	283.35686028402694	478.686095940055	1267.281769759631
1305	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	16.048001841854834	47.600593366983546	195.3781681728452	94.39471788678529				69.07114724096125	36.05026799800104				50.876516780525485	111.22765087241407		43.78874120012672	12.022512492329271	
1322	Blautia hansenii	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	11.86409994739724			10.671722623266426			21.910327357335387	16.108368494876988	21.271837199436412	63.73770342404491						41.84338756877525	12.263865167860358	14.146021235269984
1329262	Mobilisporobacter senegalensis	Mobilisporobacter	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria																		12.653970975040473
133448	Citrobacter youngae	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria			23.07463131810508															36.41307376985602
1335	Streptococcus equinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria											20.040797938843586							
1335967	Devosia pacifica	Devosia	Hyphomicrobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria																31.35724091870768		
1337051	Murimonas intestini	Murimonas	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	13.557665181526549		21.68218379107823			11.222141192558102	27.574560282841627	18.284331838663498	13.887787252040996	23.909219655587247			41.400787914396254	13.473879921218993	13.880955075860497	28.443149691117867	13.145348061420744	17.195583981685875
1351	Enterococcus faecalis	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria				267.5114506745279						13.028261557565228				12.02196118028715	18.03730140390993			
1353	Enterococcus gallinarum	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	341.0321914918793		73.37908701277875	16.026019664286515		38.05914485579247		24.041682339337708		24.872043276891574	12.636558294843836		81.75340864524031	714.7082080842459				57.02473516565513
1354360	Planktothrix spiroides	Planktothrix	Microcoleaceae	Oscillatoriales		Cyanobacteria	Bacteria									15.253480690823164									
135569	Helicobacter apodemus	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria			32.81250823885622	841.6610476205523						330.04563510844275	151.55515567794163			32.72484475624583	124.69811544749804		114.2920291846427	95.85762207285782
1358	Lactococcus lactis	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria							12.01953835839479			20.043349578298507	74.15095294544982		28.025659430201745	1046.8357513664612				
1363	Lactococcus garvieae	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	41.12300040273036							67.11636319731777						31.056733049052045				
1377	Aerococcus viridans	Aerococcus	Aerococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria											53.498302475299646							
137732	Granulicatella elegans	Granulicatella	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	128.89066599935703			17.027645893304424											182.3796158387585			
137733	Granulicatella balaenopterae	Granulicatella	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	25.07500024503076																	
137778	Helicobacter aurati	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	249.52337630767755	374.0608932638629	477.26782708742456	322.97789636336626	85.13103588525905	3491.825321306925	3813.745339847981	1394.3114607555651	817.0768684708348	95.7216267466364	181.89898180209997	380.31364649263617	1066.937690929882	4450.771679799069	461.78337376400185	2604.1147200501937	940.2618116608372	187.69919528183723
1379	Gemella haemolysans	Gemella		Bacillales	Bacilli	Firmicutes	Bacteria				19.40170190775936												12.415239877180433		
1380675	Haloimpatiens lingqiaonensis	Haloimpatiens	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria																		31.612705326825687
1392	Bacillus anthracis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria							26.550204878013883	21.511433806695376		30.72515972365233						31.050345739530997		
1396	Bacillus cereus	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria			200.90149166531157															
1397	Bacillus circulans	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	26.595921501967585													191.03136962059563				
1400053	Bacteroidales bacterium CF			Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria		361.3814184838586	156.39557171497273	478.1810409714396	109.16766089804273				1163.1477596735635	162.33586467261495	300.7769731024624	2100.463642828141			688.4319100321226			461.3188785926212
1405	Bacillus mycoides	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria			15.923102596622176													187.80802495862756		
1406	Paenibacillus polymyxa	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria				85.16099553328546								192.21683367733908						
140626	Lachnobacterium bovis	Lachnobacterium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria													10.328904748421769					
1411144	Bacteroides caecigallinarum	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria											83.71609364092627							
1414720	Clostridium saudiense	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		127.16635642881724																
1416614	Gloeobacter kilaueensis	Gloeobacter	Gloeobacteraceae	Gloeobacterales	Gloeobacteria	Cyanobacteria	Bacteria	26.50616752829768			13.95685853916319			26.15535462232996	23.119298240261287	38.0836609153161		18.23924955817648				14.625847818865187			11.844268198257916
1418234	Sneathiella chungangensis	Sneathiella	Sneathiellaceae	Sneathiellales	Alphaproteobacteria	Proteobacteria	Bacteria										29.67027027262679								
1421	Lysinibacillus sphaericus	Lysinibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria														70.09083272980406				
1424294	Geosporobacter ferrireducens	Geosporobacter	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	32.36765295127334			224.89396765470997				463.55936333082025				20.17462792185454		175.75394403947683				57.16329790486691
1428	Bacillus thuringiensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	29.088663150368124		517.6005579067106											21.02938335802124				
1432052	Eisenbergiella tayi	Eisenbergiella	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	152.6307026138926	192.91966867021475	152.61498103331508	69.03922486582897	85.36031552673933	96.36365979674515	74.73045535510056	79.64755093240153	171.45524644169393	298.2517673334808	60.20158041859233	216.0522791600829	472.9645406909221	210.64740338833076	112.4272011689928	174.85467550751028	133.47583498255733	46.38623838869476
1433126	Mucinivorans hirudinis	Mucinivorans	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria				105.5743373296907						60.4799331319153	34.345664430408824	17.553227313178787		13.924473626708922				54.107846312906496
1443941	Acinetobacter gandensis	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria														12.16250269123999				
1461337	Aestuariispira insulae	Aestuariispira	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria															15.203963439944165			
1462919	Mobilitalea sibirica	Mobilitalea	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	150.5767353180848		12.947050473632318	59.25239882428208		11.422719801710004	14.40275136979552	28.78727305353101	226.10127453007428				16.545298924337157		17.592503916641608	54.36270273584596	29.78773858250964	27.274179425177813
1467	Bacillus lentus	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria														181.1614442361836				
1469948	Kineothrix alysoides	Kineothrix	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	1214.7261764504246	1447.2739164172383	2005.1421411542312	935.3336621080696	323.71732214985303	734.4905220673975	2649.249003109996	1324.1494130055924	2624.669439589149	3346.615454966671	520.5105083702434	1395.051594313989	2709.952004112939	1661.6343637119576	3105.931280481858	2114.802481337231	985.6431243054732	853.1806226213865
1470347	Alistipes ihumii	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria				41.29405658937621								30.42606827344464		11.794623108974344				
1473586	Roseiarcus fermentans	Roseiarcus	Roseiarcaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria																		22.04550188497018
147709	Carnobacterium inhibens	Carnobacterium	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria										599.4899903090327	2719.286133765392			91.0236795668098	32.06722888350222			
1482730	Alkaliphilus hydrothermalis	Alkaliphilus	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	36.01009247511054			40.76248409250079				100.40103903169828				25.831858261707005		18.874946410023348				23.08824925729444
1491	Clostridium botulinum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	21.48008997661597							37.6421098622965									18.013387165594803	29.16454182577592
1496	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	161.62975931160605			33.73165438071892		19.52027700436308	46.46759544847276	221.43018916058884	85.60276691175588	72.33117784568931	136.19101476487728	59.09950705027644		61.04175409628285	54.1845340209364	27.90481396810077	142.8063558972412	67.20663071900653
1497	Clostridium formicaceticum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria				18.35128960132334														
1499	Ruminiclostridium josui	Ruminiclostridium	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria					16.423911920201213													
1499685	Bacillus andreraoultii	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria														29.785733686160828				
1499687	Planococcus massiliensis	Planococcus	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria													27.024743021980257					
1501239	Peribacillus huizhouensis	Peribacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria														23.042113042407987				
1502	Clostridium perfringens	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria															30.07089529628785			17.01367003613064
1504	Clostridium septicum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria								13.056477882886533										
1505	Paeniclostridium sordellii	Paeniclostridium	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria							16.413475993850085	41.654743252446586	18.72940551404392			20.125145852869544						11.595854620235832
1509244	Candidatus Nucleicultrix amoebiphila	Candidatus Nucleicultrix	Caedimonadaceae	Holosporales	Alphaproteobacteria	Proteobacteria	Bacteria							28.492095401558824			115.23051339381396						45.26080484916034		
1511761	Leuconostoc suionicum	Leuconostoc	Leuconostocaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria									75.67963355602227	11.584442671720632						104.12890814721638		
1512	[Clostridium] symbiosum	Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria																17.677653777306542		
1515	Hungateiclostridium thermocellum	Hungateiclostridium	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	36.81993213586989			97.15315164668915	24.709587738787505		27.543910071550176	20.019121989376504	21.370991464942296	73.16316075718423					12.050515798826298		18.84634500448337	105.73254332240916
151781	Lactobacillus intestinalis	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	581.1243301263895		10605.183349867884	27756.60134942883		27.04202024835357			18102.67872114171	21850.837480476348	3764.523524748808	60682.07947864394	64884.06710816042	8337.159843871465	110.80500793980374	316.08866154901665	8656.83617397936	30894.32591955204
1520	Clostridium beijerinckii	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria																		153.58275933914035
1521	Ruminiclostridium cellulolyticum	Ruminiclostridium	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	22.26636022232917			28.860883188525268			25.376422674031208	21.577295832114764	27.942319647447007	67.11154196343254				14.596964910052815	37.77903357927822		23.78219475346504	43.52400697429198
152268	Metabacillus litoralis	Metabacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria														33.61514621150775				
1527	Anaerocolumna aminovalerica	Anaerocolumna	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	16.727571540051564						93.94542189720792	13.86267892247045	18.3763636269564		71.72316700025586	23.12036768775929						58.07322930767111
1528106	Thalassospira australica	Thalassospira	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria				28.17797553211492														
1531	Enterocloster clostridioformis	Enterocloster	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria					27.969490975676205								16.864658669975437					
1532	Blautia coccoides	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	78.37205956404226		28.06372536473184	50.38504555359477			325.31280275814544	165.86905096597073	140.8748532076547	154.02999435833112	22.8846845674864		106.52867948339822	37.47177511028058	47.840869015233	387.8972929736328	57.78239246141356	90.20321536695096
1535	[Clostridium] leptum		Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	13.431426564092776		12.356687092495475										14.67190389262158		11.540865112855718		12.034445503577134	
1536774	Paenibacillus sp. FSL H7-0357	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria											18.036718144959227							
1536775	Paenibacillus sp. FSL H7-0737	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria			15.047402027846468															
1537567	Fusibacter fontis	Fusibacter	Clostridiales Family XII. Incertae Sedis	Clostridiales	Clostridia	Firmicutes	Bacteria	21.891389780675137							33.61697481361781				11.518621634342972		14.384669535737531				
154046	Hungatella hathewayi	Hungatella	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	3390.6096567092563	356.3401562619292	1434.08706938943	1011.4907048815664	1237.7624371591437	291.53666611216784	3313.692125717438	8417.743126058383	4464.201972734633	6967.008743489193	2319.2825936169165	1360.4484355068398	3288.913014823974	1045.7368676309725	1690.4730793214114	14080.641635555843	2595.7412105144635	2482.35218790448
1541	Terrisporobacter mayombei	Terrisporobacter	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria								14.786128718314131										
154288	Turicibacter sanguinis	Turicibacter	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria		65.59160766323636										13.760475495291114						
1543	Clostridium oceanicum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	17.228273408695244																	
1544	Faecalicatena orotica	Faecalicatena	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	275.7800343546214	24.232193025697384	174.51028153023236	153.76401163752547		36.4604828767065	381.6385788004116	705.6583602673163	674.3928101683244	424.2944754806821	197.8357453783094	137.02072109062703	162.8949305296479	88.73134200450207	181.83470728139463	593.8329233602418	1248.0461618996144	801.8373159370132
1548	Clostridium scatologenes	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria									22.340188831595118	16.095811416078934							59.25593552953353	131.75184245573575
1549748	Kiloniella litopenaei	Kiloniella	Kiloniellaceae	Kiloniellales	Alphaproteobacteria	Proteobacteria	Bacteria									25.12893725929422						14.047359481801584			
1550	Clostridium subterminale	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	199.59904936549032																	
