tax_id	species	genus	family	order	class	phylum	superkingdom	F065_concat_SUP_FilteredReads	F067_concat_SUP_FilteredReads	F069_concat_SUP_FilteredReads	F071_concat_SUP_FilteredReads	F064_concat_SUP_FilteredReads	F066_concat_SUP_FilteredReads	F068_concat_SUP_FilteredReads	F070_concat_SUP_FilteredReads	F074_concat_SUP_FilteredReads	F075_concat_SUP_FilteredReads	F076_concat_SUP_FilteredReads	F077_concat_SUP_FilteredReads	F078_concat_SUP_FilteredReads	F079_concat_SUP_FilteredReads	F080_concat_SUP_FilteredReads	F083_concat_SUP_FilteredReads	F081_concat_SUP_FilteredReads
1265	Ruminococcus flavefaciens	Ruminococcus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	219.55704763373743	471.1461561633501	449.7326759913442	1669.6992813016095	352.5877854254595	908.1604589985122	132.2474422180566			11.934365841543633	19.2578658271464	162.9768044095718	34.25174944609591				
1267	Clostridium ventriculi	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria							14.902697868118214				17.340881210973077			13.253243046326189			
1273132	Liberibacter crescens	Liberibacter	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	43.54452522658352		92.84542425920348	76.08215036174074		65.38688650940105	18.52526629380872			33.7022648735522	47.34205148324997		15.079277576940152	24.057325856273277		21.64852174877868	
1288	Staphylococcus xylosus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	2394.157391355887	316.2323845933481	131.73912274897967	798.7210192953088	262.2154398274042	17811.72477941962	1441.124698902068	1508.9647769292571	9868.472789363545	378.4357552249453	161.9265153880311	13.047288414657494	622.4336750563575	68.23261893051378	37.05720655672278		53.966838947432784
1288121	Alistipes senegalensis	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	202.46055642848088	22.82726143749144	211.98019893729463	146.4626222094795	67.87844780354303		41.37854374466607	19.00943540260402	122.99825574930796		48.36505531467176						26.4580576572771
1288970	Magnetospira sp. QH-2	Magnetospira	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria				22.132209261839165			62.81071169012868										
1296	Staphylococcus sciuri	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	314.3685095925921	663.7465667055699	28.028842382012133	52.50450073228376		83.07875945943883	36.04563899994606	312.34795702829774	455.80897066602375	1563.124223139828	1383.0568950246154			27.08858923181774	39.23056216263704		24.960102717184665
1297424	Anaerobacterium chartisolvens	Anaerobacterium	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	20.47641773197328		14.458043620710736				16.402597829780106		27.12554599515272								
1297617	Intestinimonas butyriciproducens	Intestinimonas		Clostridiales	Clostridia	Firmicutes	Bacteria	1369.037884487332	192.27921225946088	682.4686148522326	654.4464153779187	646.2492590565242	2187.7259482808804	785.6429579534732	409.10245121653554	402.52532760076485	399.6229204048056	1125.6734054839224	338.70795984816226	639.2401359612358	1726.6441115830517	778.3622956022792	345.3809770668351	78.11174300051397
1301100	[Clostridium] dakarense	Romboutsia	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	158.54212389123714																
1305	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	29.682817114101372	30.230849304560035	17.017485582576132	106.00583963163535	105.52640728948772	273.66717650452324			55.35584163487735	34.6789053336339	35.40400344724351					28.02893179508638	124.90463934850744
1322	Blautia hansenii	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	64.52998389926823		26.790633266177597	38.51949419525522		18.390457552457057	21.071585079149735	11.939344962418623								12.96238022436752	
1323	Faecalicoccus pleomorphus	Faecalicoccus	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria				21.45850969097017													
133448	Citrobacter youngae	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria																40.4481758754656	
1335613	Gordonibacter urolithinfaciens	Gordonibacter	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria							23.66000437194005										
1337051	Murimonas intestini	Murimonas	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	13.623928653884011	22.665640446322943	37.62834247940943	40.72972167091054	62.72075445566405	21.435638480443565	17.54758395537976	13.382064499391465							13.912296670290358	15.675435381313797	11.03699543993065
1351	Enterococcus faecalis	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		69.04738445001792			111.14891321921633		3278.9841681169773	27.034276423422465	32.06108420974118			48.1746033771969			222.5425442632276		13.007529908814847
1352	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria			81.24235086413051														
1353	Enterococcus gallinarum	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		102.07004658490696	26.02674375435222			28.27970398545564		5271.6660320261735			32.19642176699719						
1354	Enterococcus hirae	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		506.3474859601784	457.20513446911656						63.10769409644306								
135569	Helicobacter apodemus	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	103.0222761908005			445.51509075907	229.975410455282		2524.0678584236284		141.87282773205115	132.1272958146122			525.6700932052335	120.41255946650404	133.45850453092785	79.8763162531283	
1358	Lactococcus lactis	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria				17.021811957227374		16.015182546397703		49.06220505036567									
1363	Lactococcus garvieae	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria			53.05451387509029					181.22977783910585									
137591	Weissella cibaria	Weissella	Leuconostocaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria				44.05645447752968													
1377	Aerococcus viridans	Aerococcus	Aerococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria				91.24534479573016										90.41128962309388			
137732	Granulicatella elegans	Granulicatella	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria			39.040113983557006						291.4457335935884	202.89619715439355	56.01539574922854						
137733	Granulicatella balaenopterae	Granulicatella	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria									15.289193428880932								
137778	Helicobacter aurati	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	3271.3783534196123	89.1043860666984	4033.285209324773	316.9487331508268	182.3893086628785	1043.500119476227	2001.0167037968467	518.4684080631499	411.9844621330253	545.1060049510472	1554.5801213308605	640.7124938281909	87.28741623124814	478.2752973384004	1507.803291214214	247.67441356397975	5990.281880095469
1379	Gemella haemolysans	Gemella		Bacillales	Bacilli	Firmicutes	Bacteria									157.63279583872557	22.86473790212325	32.02278200747817						
1392	Bacillus anthracis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	13.95349658127502		31.818110738646133	33.857415932634666			16.51098426713227	25.20134122324564							14.410220930441048	20.68555797737483	
1396	Bacillus cereus	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria							37.85416566063873										
1399115	Exiguobacterium sp. MH3	Exiguobacterium		Bacillales	Bacilli	Firmicutes	Bacteria				20.371978689922592							24.0438671455981						
1400053	Bacteroidales bacterium CF			Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	2602.563911693999		1122.162451571349	1299.3123204463775				621.970964051552	3498.8308674525624	149.70579697186466	12.021928188910602		132.55020889500477		29.09639636025943		
1405	Bacillus mycoides	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria							21.04504962737331										
1406	Paenibacillus polymyxa	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria												73.26554263615361					
1411144	Bacteroides caecigallinarum	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria					23.205415072649256						16.86758603418891						
1414720	Clostridium saudiense	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	349.2997259981685	8661.183020533888	33234.20120457486					11434.60823915699									
1414721	Clostridium jeddahense	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		48.57128392812279															
1416614	Gloeobacter kilaueensis	Gloeobacter	Gloeobacteraceae	Gloeobacterales	Gloeobacteria	Cyanobacteria	Bacteria	10.890629858137244						11.714561443730029		21.88674961334584								
1418234	Sneathiella chungangensis	Sneathiella	Sneathiellaceae	Sneathiellales	Alphaproteobacteria	Proteobacteria	Bacteria														18.78122077434655			
1421	Lysinibacillus sphaericus	Lysinibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria		31.01791365001952						214.1824772058659		100.4736899682748							
1424294	Geosporobacter ferrireducens	Geosporobacter	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	17.020854482023676		148.5026590274408	18.153702217073548	515.9482008178452	15.555064473644796	29.01526989059285			23.48994680871428	14.385416567671072	55.855499406512834	18.151650965447487				
1428	Bacillus thuringiensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria			35.33258866257507				74.68358499769786										
1432052	Eisenbergiella tayi	Eisenbergiella	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	754.1814126432797	284.67164413071	298.72727415742884	162.31939385622445	352.43860092978	410.9311068347183	124.19093453805404	304.34843703539644	56.04803366113829	120.78790954886772	307.08677780123224	42.48531580107002	45.57002921183592	19.0101727858647	199.5993360174108	361.94223539452526	532.6599646766307
1433126	Mucinivorans hirudinis	Mucinivorans	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	27.01128908634306			77.16327657854738			117.48829496559308		21.12678408491271								
143361	Filifactor alocis	Filifactor	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria							15.616628026430105										
143393	[Eubacterium] sulci		Clostridiales Family XIII. Incertae Sedis	Clostridiales	Clostridia	Firmicutes	Bacteria				22.052481250217163		12.621060061295712											
1450156	Defluviitalea raffinosedens	Defluviitalea	Defluviitaleaceae	Clostridiales	Clostridia	Firmicutes	Bacteria																22.78710137013705	
1450648	Clostridium oryzae	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		11.007554042756478															
1461337	Aestuariispira insulae	Aestuariispira	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	24.757019432452445																
1462571	Bacteroides gallinaceum	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	49.77475254021635																
1462919	Mobilitalea sibirica	Mobilitalea	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria			76.98561302479963	27.583993713659336	36.60472150751574	11.767485090603202	329.5552792200924		28.32289851367173		35.29084654807963						
1467	Bacillus lentus	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria		44.03021617102591						75.09521181178418									
1469948	Kineothrix alysoides	Kineothrix	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	1704.242327170129	1537.077359953748	3821.0427143733777	3724.3628637024194	2318.263336936007	4078.4011723919534	1655.723505318815	1241.823220306994	2295.030678715543	1069.5621364719352	1877.161979305228	1347.797061921356	597.1688735102556	363.8313927769861	1804.245639472124	2978.8266133838238	7265.897478938479
1470347	Alistipes ihumii	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	22.740735316380288			28.596511241164084													
147709	Carnobacterium inhibens	Carnobacterium	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	67.10505409645289	60.0412038695808			66.08843759658845		53.06719074992058	54.0685525045104	245.43872301576997					36.119659102080846	68.16618470376321		19.01100525135236
1482730	Alkaliphilus hydrothermalis	Alkaliphilus	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria			112.03829026370924		246.8529335000341	17.993648357138593	55.310938599428745					41.530677581537525					
1491	Clostridium botulinum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria			31.266088054428348		51.20593926663693		28.45948895023633				20.268440464507307	25.440140528328328					
1495	Clostridium cylindrosporum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		19.84829055952337															
1496	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	52.565967063973225		96.62843275391492	64.65317275748194	192.59519365542135	62.7787783965945	299.5463483202938		83.94308002988181	26.115989564081733	165.6914611090691	39.51300789630904	24.53353575478585	46.71132444492984	16.53779730509095		
1499	Ruminiclostridium josui	Ruminiclostridium	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		13.499404077816326															
1499687	Planococcus massiliensis	Planococcus	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria						2103.715385809616											
1502	Clostridium perfringens	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	270.3344146621662				15.057558084048171		11.898590756314595	302.381831210827	31.34569135205441								
1504	Clostridium septicum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria					21.963036047184445												
1505	Paeniclostridium sordellii	Paeniclostridium	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	34.932778178217056		19.747338626125163	14.856492634566338	21.88742334481092	19.39423719613019	51.2780687733632		22.128735205631077		26.335341904519755						
1509244	Candidatus Nucleicultrix amoebiphila	Candidatus Nucleicultrix	Caedimonadaceae	Holosporales	Alphaproteobacteria	Proteobacteria	Bacteria						86.41317717546873	21.473573156682853		82.29012722669206	152.2525611577184	124.91726624453594		12.049991706175328	66.48812029511771		10.481615409345196	
1512	[Clostridium] symbiosum	Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria					13.10752024072996												
1515	Hungateiclostridium thermocellum	Hungateiclostridium	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	12.411954339551214		96.20486266196356	27.267389163091647	14.896765955233567		110.232141269544	16.39800675957295	74.2132620003232		11.225563844679026					12.704308402117135	
151781	Lactobacillus intestinalis	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	50268.11334313522	194933.70026522825	39662.612833788895	12534.3569566946	727.962870842878	51716.744893914		86439.26028128008	23615.060839546142	14280.257699423602	98398.1438500097	149.58592121532237		6145.4837575497	43160.072685839536	23618.765529380984	3558.377964897462
1520	Clostridium beijerinckii	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	13.964913994334069	32.79684832173393						39.84148865615419									
1521	Ruminiclostridium cellulolyticum	Ruminiclostridium	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	34.55881165822981	13.703659602110072	160.26600830612534	28.28207967059761	48.23373922066568		62.57961732922723		42.87560479749674		16.43165249866914						
152490	Helicobacter marmotae	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria																	15.539351605982066
1527	Anaerocolumna aminovalerica	Anaerocolumna	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria			33.414829234543674	15.949703492458944	11.776480208864358		17.15245017755893	61.07739669339872	54.40311902647566								
1531	Enterocloster clostridioformis	Enterocloster	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria								11.558082573749688									
1532	Blautia coccoides	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	219.3044188690421	12.22048784105551	141.1564794872553	139.78714651442152	144.59693259165505	225.1272535492732	104.9230865311852	51.84691717260344	65.57758126434312	45.60652375718962	98.04246609372976	43.725935722021326	34.478432534542826	31.387579971411533	37.57611545550251	18.560534669595476	64.30099086942181
1534	Clostridium kluyveri	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria					15.604892533940427												
1535	[Clostridium] leptum		Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		10.251459192423368	33.03063671032084	17.206050420342947		17.29235278944642	14.479332444590536	17.588710792819477			14.20305045649778					12.95308309952706	11.191120418373451
1537567	Fusibacter fontis	Fusibacter	Clostridiales Family XII. Incertae Sedis	Clostridiales	Clostridia	Firmicutes	Bacteria	19.61256417438919		16.282927821308103				17.65865885296729				32.826301008894966						
154046	Hungatella hathewayi	Hungatella	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	3463.273507434396	603.7736564031208	4949.647514801758	8504.929388551443	3905.430879433942	8534.379320676288	13163.329722901612	2960.1819160279883	1220.5997874337563	2110.537369232059	6653.17475764939	839.774796574394	1012.5680956777134	592.2466693198884	1274.2446130865796	2679.722216615679	4087.129920021053
1541	Terrisporobacter mayombei	Terrisporobacter	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	77.8934805563833																
1541959	Candidatus Izimaplasma sp. HR1	Candidatus Izimaplasma				Tenericutes	Bacteria							21.029535118933357										
154288	Turicibacter sanguinis	Turicibacter	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria																69.07129620932	
1543	Clostridium oceanicum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria			17.01408270458428		50.28840630721002							20.229481474432006					
1544	Faecalicatena orotica	Faecalicatena	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	588.4634708717448	186.2155998843469	640.8025570118058	827.2268216909724	379.4919875386205	632.6236672358851	1336.2141994070098	211.1541821550005	387.4383525596038	238.83536685817683	172.66622971165836	126.9546030911909	120.94717365667216	394.1444353832532	767.1144765529168	212.35809262210657	300.2879482889816
154621	Enterococcus phoeniculicola	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria								96.00670327487852									
1547	Erysipelatoclostridium ramosum	Erysipelatoclostridium	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria			17.11174370359622						13.432123944667536								
1548	Clostridium scatologenes	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		313.0795214612999															
1550	Clostridium subterminale	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria					20.76835142547021												
1550024	Ruthenibacterium lactatiformans	Ruthenibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	108.71845213417488	38.02609576047827	131.41781773261084	117.15226107142304	73.46185331687938	51.47456065603062	151.40694168979942	54.45345685644327	37.72042932604225	39.18565543976036	93.55618054674716	43.949669215646	29.778820741547975	23.075647915634004		18.0215145101805	18.01042602758979
1559	Clostridium tertium	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		10.260267360376153	468.9950492936221					190.23782417350895									
1561	Clostridium baratii	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	102.1757275437192																
1562389	Pedobacter nanyangensis	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria	18.070577972047165		34.75058508529001	21.52328954333195					16.61108992852778								
1564487	Herbinix hemicellulosilytica	Herbinix	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria		11.888241660720254	107.56873381694044	21.769365279116847	578.358360773566	210.11575880172296	450.19313142402746		127.81350501167464		29.280586051364136	132.68538153370116				31.136469533702183	
1564681	Carnobacterium sp. CP1	Carnobacterium	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		458.314522442472			27.036176399423432	236.2239425593661		374.4747895680718	65.11577436876526	573.7047697188491	137.25705786389935						
