tax_id	species	genus	family	order	class	phylum	superkingdom	F019_concat_SUP_FilteredReads	F020_concat_SUP_FilteredReads	F021_concat_SUP_FilteredReads	F023_concat_SUP_FilteredReads	F024_concat_SUP_FilteredReads	F025_concat_SUP_FilteredReads	F022_concat_SUP_FilteredReads	F026_concat_SUP_FilteredReads	F027_concat_SUP_FilteredReads	F028_concat_SUP_FilteredReads	F029_concat_SUP_FilteredReads	F030_concat_SUP_FilteredReads	F031_concat_SUP_FilteredReads	F032_concat_SUP_FilteredReads	F033_concat_SUP_FilteredReads	F034_concat_SUP_FilteredReads	F035_concat_SUP_FilteredReads	F036_concat_SUP_FilteredReads	F037_concat_SUP_FilteredReads	F038_concat_SUP_FilteredReads	F039_concat_SUP_FilteredReads	F040_concat_SUP_FilteredReads	F041_concat_SUP_FilteredReads	F042_concat_SUP_FilteredReads	F043_concat_SUP_FilteredReads	F044_concat_SUP_FilteredReads	F045_concat_SUP_FilteredReads
1071053	Virgibacillus halotolerans	Virgibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria						43.05048723937251			12.03181098439696																		
1076412	Pelosinus defluvii	Pelosinus	Sporomusaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria																			29.12497961060441								
108981	Acinetobacter schindleri	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																	125.2325608299907					427.7056780916325					
109327	Anaerovorax odorimutans	Anaerovorax	Clostridiales Family XIII. Incertae Sedis	Clostridiales	Clostridia	Firmicutes	Bacteria	35.84093753458207							12.212180267982337					17.180164114511626	18.37277751406221				12.76448985011959	45.535450035999474	12.885976649889146			14.131791150571502	36.549110929722026			
109790	Lactobacillus jensenii	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	165.78421481420838	143.54394063424328	154.08359262653698	114.34723660752007	30.18629557478034	100.75240109057094	21.784513253296687	132.394576543903	21.75280507569032	35.210665690213524	58.96442873357649	93.74391897166824	102.44664878034835			100.25226527788948	61.65759564051462	193.00273056246	57.50974951375788	163.54013947991828	40.342471385852015	43.011983508174886	105.86247421988824	180.08651367636716	108.597685619085	139.49948157212205	38.26974144007499
1099853	Coprobacter fastidiosus	Coprobacter	Barnesiellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria			12.67844087491315	26.59140010638228	90.38903399835844						49.74765939597293						14.82276750679318						14.852086213010049	36.53606607928725			
1105367	Paenirhodobacter enshiensis	Paenirhodobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria																	16.492972290015636										
112904	Enterococcus villorum	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																											166.77767659380422
1131292	Enterococcus ureilyticus	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																			27.76222641309157								
1134687	Klebsiella michiganensis	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria																	42.87853042172853										
1141883	Massilia putida	Massilia	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria																						21.988662152763776					
114527	Mogibacterium diversum	Mogibacterium	Clostridiales Family XIII. Incertae Sedis	Clostridiales	Clostridia	Firmicutes	Bacteria																16.847622689820962								25.938981908695823			
1145276	Lysinibacillus varians	Lysinibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																						56.24752044630594					
114528	Mogibacterium neglectum	Mogibacterium	Clostridiales Family XIII. Incertae Sedis	Clostridiales	Clostridia	Firmicutes	Bacteria	27.758828431481643																										
114975	Sporosarcina aquimarina	Sporosarcina	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria											14.028403108863865						56.2990402401492					36.71871970599051					
1150298	Fusicatenibacter saccharivorans	Fusicatenibacter	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria		18.163823986100816												12.872976582260396										10.790987329735051		12.037817335487135	
1155384	Glutamicibacter sp. ZJUTW	Glutamicibacter	Micrococcaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria		18.04426800664931	16.022175260522943														92.17116411204564					68.10603481170565					
115544	Parasporobacterium paucivorans	Parasporobacterium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	25.833167693455103		32.63049094071475		31.22700449606128	63.09612174979155	38.5783683130995		13.89839336878056	19.603498369809			118.56926632348558					176.30366559972958	48.88496312874805	17.6640222108685		49.78579657377329	439.5375624399301	36.52959428781462	41.51774004248977	33.129898188059855	
1160721	Ruminococcus bicirculans	Ruminococcus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	559.1965695706558	187.10909721448652	30.05823976100441	182.6528417790589	450.3171689781507	1030.5406860321086	230.2367948109589	105.33648220216617	276.9525629525912	67.2399772589176	42.29373613435406	324.2732807123448	15.105478735906305	83.19860062105958	27.19881339104969	111.30547358281176	274.6904118705976	561.6237736070203	826.81846002748	282.53398889640573	259.7824568571591	5824.639273032171	328.7472031937309	6615.263249077833	344.56592234343543	439.47024519559017	16.662403343506394
116090	Caloranaerobacter azorensis	Caloranaerobacter	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria																							12.08133216379978				
1161942	Ruminococcus champanellensis	Ruminococcus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	14421.46347940839	9353.824655767765	2629.9482920377823	13831.671302146036	28190.10431413161	13695.202924773715	2308.9269222493604	1550.8643239674595	1375.568210122155	3758.595709499078	2555.912474354519	741.4200104954995	1872.5778271632223	9011.688318771978	146.61690093790003	17937.743164199244	2319.900338452805	4391.226068963016	3854.6489173393647	186.40972439913813	1205.3071904766527	2505.8403894249327	20089.498148444687	11890.90053088718	2264.465980150873	172.91127115882375	990.8387688694806
1162980	Cohaesibacter haloalkalitolerans	Cohaesibacter	Cohaesibacteraceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria						15.97674005706338																					
1163398	Pseudomonas donghuensis	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																								20.030920004570785			
1165	Anabaena cylindrica	Anabaena	Nostocaceae	Nostocales		Cyanobacteria	Bacteria																										62.4080232938367	
1173026	Gloeocapsa sp. PCC 7428	Gloeocapsa	Chroococcaceae	Chroococcales		Cyanobacteria	Bacteria																										39.97565397505192	
1179673	Oerskovia sp. KBS0722	Oerskovia	Cellulomonadaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria																	58.1079078097679										
118060	Enterococcus rotai	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria						17.019960071379824			47.55645161828022		17.684551659402715				492.89279256722926	41.06017049746412	284.7063088398263	12.468407614833763	112.84314310335552		89.09338625057765		17.951627575908237	40.96581831300896			42.044595478385766
1193713	Neobacillus mesonae	Neobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																	30.062792069439908										
1194168	Comamonas jiangduensis	Comamonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria									26.068923799526747		97.22506375351762						2251.3127945289257					93.30319349994524					
119702	Paenibacillus granivorans	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria										73.0140245511027							260.32396681282154					19.02962647224506					
1202713	Paenalcaligenes suwonensis	Paenalcaligenes	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria											17.041033217202624																
1203033	Lactobacillus hominis	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		142.93510196312593	14.044320436618094	180.71184763313136			10.304277052926908			1173.2900975704447	506.3986794804235	115.88821863773342	1812.2601568463167	184.89237603571323	173.72201511383352	862.2120392200577		903.7175372181584			15.094435234482797		978.8905461111992	1020.7756458047426			4362.95603138985
1220495	Pseudomonas punonensis	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																	79.91209560510875										
1229621	Anaerostipes rhamnosivorans	Anaerostipes	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	1463.170935857469	157.14762176799792	600.5859662426396	265.2727599253974	2933.419853995342	391.84621545807727	1377.8497673362133	473.1413347767893	133.9462419724903	951.5361530671762	77.72180500835167	29.685493056941727	186.93799683404	236.88652420243835	31.870211743571776	1251.0402106166057	127.86798162830316	1918.470420506416	455.4618315738761	31.44258648425	248.48790106885025	37.78388913286975	82.66837931796614	3171.2824327051453	982.2821835689716	20.313270405529696	42.81830211390403
1234628	Paenibacillus quercus	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																	11.180214807698569					26.040543623736625					
1245	Leuconostoc mesenteroides	Leuconostoc	Leuconostocaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																			195.0367204628966		14.01468997200098						
1255251	Bacillus panacisoli	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																	29.78490311521787										
126157	Psychrobacillus psychrodurans	Psychrobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria			15.43866508276014							13.05117477944055																	
126385	Providencia alcalifaciens	Providencia	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	160.11711332758705				22.037763584031563												86.75587755231436							118.29781298622568			
1264	Ruminococcus albus	Ruminococcus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	89.18804594206115	117.3319631504288	82.98800241459547	71.9790660254547	57.8519484682534	432.0843633770341	30.208003759898883	34.262737466216215	208.80566950130617	20.19360095687588			18.947921786531925	113.19920321634844		18.597957750098978	18.69770858906472	372.0838112268864	156.92651168622749		160.54312021179982	19.57628746234725	42.68995478596118	952.35488260841	79.04887443322963		
1265	Ruminococcus flavefaciens	Ruminococcus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		782.2165114611843	15.178051741379036	54.70829937517598	164.15045460893108	410.3447500574373	121.1911126484664		610.6423147003574	11.109679532738816	873.2495583588797	191.98567847850373	837.7885774094374	714.648577821291	16.430720783408873	4700.618975960447	11849.220921440365	17.953986715230197		151.16459018553402		145.56826026408177	33.45603958976754	615.2362386671327	206.2097198042367	10.484739734065922	
1267	Clostridium ventriculi	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		24.15416458480692			14.881846983716148																						
1273132	Liberibacter crescens	Liberibacter	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	30.75818785482842			37.77597825636302			18.85084226583704	19.740162237614555		71.90557256741867	32.8057012877528		23.59343064027015				36.351770782633686						37.186738359484885	59.84559952265196	117.56758182098444		25.64992326744829
1274358	Oceanobacillus luteolus	Oceanobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																	64.11907068664044										
1288	Staphylococcus xylosus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	183.1012317930603	692.0116791171725	5045.347227718032	174.91281528002312	125.5455094463085	1357.7562134675286	69.07506897866709	67.8264619039742	38890.4048560191	521.4025728437706	1091.9470340743146	130.77550164095243	65.43718899476687	5796.49736495572	242.1915237830908	15925.4957339103	14358.75365010113	343.114953379939	70.10292868740254	14457.245170198556	19868.39356188834	17773.015507159853	911.4291214919384	193.6447270633396	430.7500653299464	1491.753525395345	536.6811500940944
1288121	Alistipes senegalensis	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	85.42560904564351	70.15488641972703	61.395594666257175	28.610781809162415	30.33707603289901	13.8204434678048	10.595914930723817	14.418706857178032	19.87137672384948	16.736852764229578	61.1484186347536	20.248716554263037	63.829853148117465	51.40266905129612			28.619399760894737	58.585277487898026	79.1783934749124	22.21653233132071	99.12801871206008	53.53725377421866	151.2012309286361	112.22261504558703	39.52983489491836	24.654681308955283	13.753167416969571
1288970	Magnetospira sp. QH-2	Magnetospira	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria																								14.255072008932784			
12917	Acidovorax facilis	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria																	49.75142467787378										
1293441	Lysinibacillus contaminans	Lysinibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																				17.938419613067786		21.76545869223431					
1294268	Paenibacillus endophyticus	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria												22.0240198028555															
1296	Staphylococcus sciuri	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	170.20402849593148	230.919426362394	583.2141206841152	34.4846750324541	272.46689522075394	1484.3659580179428			3764.9455906425146	441.575487924184	284.7922163584868		35.04110175735917	1286.560242142091	17.02194118476231	2562.089878290411	62221.34446319946	155.2797083984487	20.03124656688281	8343.99232015644	2678.0741951578025	1279.9258582623968	60.06480321423944		261.51216767187896		391.1200640849802
1297424	Anaerobacterium chartisolvens	Anaerobacterium	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	16.54964392152008			30.534576845432216	31.33076562626019							13.372811378929752	11.231462092533455										14.59524807812962				27.61125492347072
1297617	Intestinimonas butyriciproducens	Intestinimonas		Clostridiales	Clostridia	Firmicutes	Bacteria	1560.4255547060095	126.86995917453363	237.0604628835531	264.2514330690843	348.8525695317041	435.1780726213895	217.7459704377821	197.0841473150891	89.15201093041941	184.77379048236085	158.9460621274379	170.6583767816495	426.5967256385171	616.8465265205078	195.21617948152655	196.42314580538564	124.61432896098734	561.3368784484802	741.4369880503498	157.4336491646792	248.9388429391567	170.4710843168516	511.80383952970686	384.5473623844316	353.815533085712	330.4102110351253	107.67265792942143
1305	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria			35.825085687465084				14.80246265454153				56.12993427451458		58.643180226803935		65.57221051521039		60.975634449901165	57.10286050822439		42.49305809187854	51.61730904492727	22.17895866503384	19.020521017842484	17.026282003885164	37.89152911173099	48.64554657438518	13.013803362357498
1322	Blautia hansenii	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	15.325202208919272				27.00164631049744																	13.113106426456214	14.034680333576636	19.916529505903288	18.31433086572356		
1323744	Pseudomonas salina	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																	619.4395915902808										
1324350	Acinetobacter equi	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria									14.898917716520817								62.10793643077043					22.451701075868364					
1325689	Bacillus lycopersici	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																	14.985049829831862										
1329262	Mobilisporobacter senegalensis	Mobilisporobacter	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria																		35.253215840859504							14.619492642923731		
133448	Citrobacter youngae	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria							10.95877939992852					95.58996535116216													12.02337086566246	5853.218599336613	43.32196967029632
1335613	Gordonibacter urolithinfaciens	Gordonibacter	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria					16.23499263822699																						
1337	Streptococcus hyointestinalis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																						174.2713243711291					
1337051	Murimonas intestini	Murimonas	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	37.64660980196466	40.41868959545013	15.67831886300062		22.673159086709568	33.16454092800296		11.327158575738752	12.421382337614276	24.14148039591598	19.496692830080374		15.380712089047307				16.304860568941283	12.163174895146662	19.258269481245275	11.89449751102879		18.85105668814272	24.27216465194221			20.6454164478799	
1351	Enterococcus faecalis	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		46.11312935032601				12.01408946215047			32.17834480873087	4421.202745048509	246.7174099817355			13.02066188896389	10.03112551788281		641.2092031060341	263.4808292370724	12.790644929737011			106.26588226086815	11.011926578061775	11.01700867585748		139.12325962467114	
1352	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		22.524661353742403									32.47007462743111																20.18323084384149
1353	Enterococcus gallinarum	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		64.20883442544715							240.2270981061202	33.59982275481973	74.66927281167649						854.5641852815611	19.368051579699173		378.1736749105992		515.9508792076978		784.4790935025133		68.06032022017602	
1354	Enterococcus hirae	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		66.92285683988894	42.05827346605672								60.761596633637936				33.047254173718486												65.3066603183392
135569	Helicobacter apodemus	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	177.3925002056678	12.167090002700167				100.99585013185558		69.03595817113296	17.887483500181826		28.112695976771345	14.990340977025044		94.04750704149716	58.23802266181576		25.45614950892656		1005.7683199880572	13.191352747368684	56.81380023722038	61.62544320104838		229.6884328652277	136.6902001758991	111.59899819791038	
1358	Lactococcus lactis	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria			77.10671844126668													88.12914643358152	14.026046712702598		81.12654752708825	48.05474996412553	83.08709054829151	15.023390031993896				10.00886887199344	
1363	Lactococcus garvieae	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria			5748.948541721117						27.0730430202524								18.033488630617622					173.2697650356629	11.011880589277228	104.16078402376806			
1365606	Sporosarcina siberiensis	Sporosarcina	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria										11.512641054796044							67.75067078877862					25.22360805847833					
1377	Aerococcus viridans	Aerococcus	Aerococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																31.907811486582705	754.6560911796109			40.26640268699519	13.775195363972315						
137732	Granulicatella elegans	Granulicatella	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria															15.01469759731174			129.23278957124455					15.830343638475656			18.015963969588192	
137778	Helicobacter aurati	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	1338.504568371829	149.9097486780112	4687.4169524673935	1795.3007073218894	105.7963818968978	108.7069323596522	184.51316582078292	185.90629676471903	35.81016252414053	281.1913346684518	680.6408563235474	130.70871066013004	2578.530488965721	351.92709754564925	192.2884310671823	164.78360014627646	82.78820244733696	1571.7992597132452	8587.093219141943	190.918702872002	1547.7904947150012	487.63975998205206	1237.3592939390533	5900.907695521137	851.6252912256308	1165.797994691724	75.37161675860968
1379	Gemella haemolysans	Gemella		Bacillales	Bacilli	Firmicutes	Bacteria																	13.499792465439867	36.4956465651555									
1392	Bacillus anthracis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria		24.344542325213173																	28.372564055434133								
1397	Bacillus circulans	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria			39.52127541993898													13.751408226256062	101.810181168211					44.98739763843193					
1400053	Bacteroidales bacterium CF			Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	263.306608203421	651.660223313182	102.3615031230075	330.5310437197478			288.3133928101889			75.08903153426678	941.311106928358	313.3416334541085		1948.139603917798		1373.9909366854197	1658.1821288554029	503.9285574805382			1280.350395597146		1766.043606053276	5018.249050327105			517.2425555571224
1401	Paenibacillus lautus	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																	458.5273012949975										
1404	Bacillus megaterium	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria			63.08731508942517																								
1405	Bacillus mycoides	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria			21.02910502943637																								
1406	Paenibacillus polymyxa	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria												466.4874273638304			21.027103816471087			171.3086824750046	86.13435910283444								
140626	Lachnobacterium bovis	Lachnobacterium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	24.54533484334664																									40.78590662249392	
1407	Peribacillus psychrosaccharolyticus	Peribacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria			104.14413919339914												16.020650526835112		10.01860479478757			93.1060780554932		35.05457640992715					
1408	Bacillus pumilus	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria			14.019403352957577														56.10418685081039										
1411144	Bacteroides caecigallinarum	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria										15.648692870506125				49.50095181419961		28.367731251074662								15.790273425081851			
1414720	Clostridium saudiense	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		14.034429196017705																									
1421	Lysinibacillus sphaericus	Lysinibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria		14.170830437788648	31.042964567263205			12.014089462164494				126.38266647766812	262.73080660011107					36.32675279252224	294.14783908825984			355.91531901584983		422.17427278010814					
1424294	Geosporobacter ferrireducens	Geosporobacter	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	97.97628907320502			63.74424702148249	24.77068226648154	15.84107220119948	36.89823767485844		12.988500925734066	19.870481989718503			44.00124702482932	46.54668630620999			168.8373703025428					14.01202178648358	61.51214594567369	56.50683740475059	16.518744999598802		
1432052	Eisenbergiella tayi	Eisenbergiella	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	318.8882672234099	153.68306159211062	735.4603105678785	366.8395407640916	98.95016449395126	203.50012824179456	127.1008137740719	370.4032614193128	111.81016015577217	219.2822114544097	524.1854196894219	614.125360923427	330.88277308561374	119.62320172971158	291.5789972712513	533.6913608163893	223.2991160023003	298.6762058529237	250.7547298492472	551.7551921847194	410.3930529523618	595.1138967962875	591.8497992732755	107.89249281098374	601.3960420274145	670.6717768503656	265.3852935307257
1433126	Mucinivorans hirudinis	Mucinivorans	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria		24.756026952783344	19.89379738955724		14.688491813517103	36.35992237680043					70.19796788025855			19.645142746865737			45.25165501076223	18.99879860535621			26.627672903193734			88.73776928461018			
1461337	Aestuariispira insulae	Aestuariispira	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria						25.908653946800936								15.47384929088364													
1462571	Bacteroides gallinaceum	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria				13.266556865161007	15.603763970587																						
1462919	Mobilitalea sibirica	Mobilitalea	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	16.611608016185258		18.421778795082712	14.477518154546674	19.774839045642388		16.559496095343476			34.35959591291328		10.292848375611248				12.595229338111036		147.99341561466642		30.14879611941708		47.72726895813423	13.193403829410643	26.441858886674535	79.61960425578779	53.11222831995428	
1465825	Timonella senegalensis	Timonella		Micrococcales	Actinobacteria	Actinobacteria	Bacteria										14.018279289104624																	
1467	Bacillus lentus	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria		13.031971338135612								68.02549206153961	357.82832742274013					53.07801773351291	328.0379323658996					810.412448827056					
1469948	Kineothrix alysoides	Kineothrix	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	4032.613828006825	255.21410894975017	1356.058183244612	9047.798330339449	1532.2110808579032	2972.1903681105878	1273.6005689513745	4281.84299536952	659.0689817081402	3966.545412448836	7797.427065338781	8754.940334240608	3869.541019050428	2176.525520742594	5078.3168709784695	1738.5831019785833	3118.166767174584	5368.546166015234	2767.8792348140846	6530.6608280146	3733.046556111495	12270.004053822486	11108.618021345965	1715.9766208388935	3096.009584094646	6363.902341881023	1174.4749739011795
